,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total
2573,Maximum Racing: Drag & Stock Racer,Wii,2010.0,Racing,Nordic Games,30.0,0.0,0.0,0.0,30.0
2574,Jonah Lomu Rugby Challenge,X360,2011.0,Sports,Home Entertainment Suppliers,90.0,210.0,0.0,40.0,340.0
2575,World Series of Poker 2008: Battle for the Bracelets,PSP,2007.0,Misc,Activision,20.0,0.0,0.0,0.0,20.0
2576,Jake Power: Policeman,DS,2008.0,Adventure,Ubisoft,50.0,0.0,0.0,0.0,50.0
2577,War Gods,N64,1997.0,Fighting,Midway Games,230.0,60.0,0.0,0.0,290.0
2578,Metroid Prime 2: Echoes,GC,2004.0,Shooter,Nintendo,870.0,350.0,70.0,40.0,1330.0
2579,Michael Jackson: The Experience 3D,3DS,2011.0,Misc,Ubisoft,130.0,30.0,0.0,10.0,170.0
2580,Jikkyou Powerful Pro Yakyuu 10,GC,2003.0,Sports,Konami Digital Entertainment,0.0,0.0,100.0,0.0,100.0
2581,Tony Hawk's Project 8,X360,2006.0,Sports,Activision,440.0,20.0,0.0,40.0,500.0
2582,Sumikko Gurashi: Mura o Tsukurundesu,3DS,2016.0,Misc,Nippon Columbia,0.0,0.0,60.0,0.0,60.0
2583,Red Faction: Guerrilla,X360,2009.0,Shooter,THQ,480.0,290.0,10.0,90.0,870.0
2584,River City Super Sports Challenge,DS,2010.0,Sports,Arc System Works,10.0,0.0,20.0,0.0,30.0
2585,Cities XL 2012,PC,2011.0,Strategy,Focus Home Interactive,10.0,50.0,0.0,10.0,70.0
2586,Fairytale Fights,PS3,2009.0,Action,Playlogic Game Factory,110.0,40.0,0.0,20.0,170.0
2587,Clive Barker's Jericho,X360,2007.0,Shooter,Codemasters,280.0,10.0,0.0,20.0,310.0
2588,Growlanser: Heritage of War (jp sales),PS2,2006.0,Role-Playing,Rising Star Games,0.0,0.0,50.0,0.0,50.0
2589,Bass Hunter 64,N64,1999.0,Sports,Take-Two Interactive,250.0,60.0,0.0,0.0,310.0
2590,[Prototype],X360,2009.0,Action,Activision,840.0,350.0,0.0,120.0,1310.0
2591,Vigilante 8: 2nd Offense,PS,1999.0,Racing,Activision,270.0,180.0,0.0,30.0,480.0
2592,Your Shape: Fitness Evolved 2012,X360,2011.0,Sports,Ubisoft,700.0,370.0,0.0,100.0,1170.0
2593,Pac-Man Pinball Advance,GBA,2005.0,Misc,Zoo Digital Publishing,80.0,30.0,0.0,0.0,110.0
2594,Skylanders: SuperChargers,3DS,2015.0,Action,Activision,50.0,60.0,0.0,10.0,120.0
2595,Madden NFL 11,X360,2010.0,Sports,Electronic Arts,2380.0,120.0,0.0,180.0,2680.0
2596,Naruto Shippuden: Ultimate Ninja 4,PS2,2007.0,Fighting,Atari,260.0,10.0,130.0,260.0,660.0
2597,Surf's Up,PS2,2007.0,Sports,Ubisoft,140.0,110.0,0.0,40.0,290.0
2598,X-Men Origins: Wolverine - Uncaged Edition,PS3,2009.0,Action,Activision,310.0,320.0,0.0,130.0,760.0
2599,Jikkyou Powerful Pro Yakyuu 15,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,240.0,0.0,240.0
2600,Driver: San Francisco,PS3,2011.0,Racing,Ubisoft,240.0,540.0,10.0,180.0,970.0
2601,The Powerpuff Girls: Him and Seek,GBA,2002.0,Platform,BAM! Entertainment,310.0,110.0,0.0,10.0,430.0
2602,Boot Camp Academy,Wii,2010.0,Action,Zoo Games,30.0,0.0,0.0,0.0,30.0
2603,Dark Rift,N64,1997.0,Fighting,Vic Tokai,120.0,30.0,0.0,0.0,150.0
2604,Squinkies,DS,2011.0,Misc,Activision,270.0,20.0,0.0,20.0,310.0
2605,God Eater 2: Rage Burst,PSV,2015.0,Role-Playing,Namco Bandai Games,0.0,10.0,370.0,0.0,380.0
2606,Naruto: Clash of Ninja Revolution,Wii,2007.0,Fighting,Tomy Corporation,450.0,460.0,0.0,110.0,1020.0
2607,XGIII: Extreme G Racing,PS2,2001.0,Racing,Acclaim Entertainment,130.0,100.0,0.0,30.0,260.0
2608,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,2007.0,Strategy,Konami Digital Entertainment,0.0,0.0,20.0,0.0,20.0
2609,Circus Maximus: Chariot Wars,XB,2002.0,Racing,THQ,50.0,20.0,0.0,0.0,70.0
2610,Deus Ex: Invisible War,XB,2003.0,Shooter,Eidos Interactive,250.0,70.0,0.0,10.0,330.0
2611,Snood,GBA,2001.0,Puzzle,"Destination Software, Inc",90.0,30.0,0.0,0.0,120.0
2612,Disgaea: Afternoon of Darkness,PSP,2006.0,Role-Playing,Tecmo Koei,150.0,10.0,40.0,20.0,220.0
2613,SingStar Take That,PS2,2009.0,Misc,Sony Computer Entertainment,0.0,60.0,0.0,390.0,450.0
2614,Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS,2006.0,Misc,Konami Digital Entertainment,0.0,0.0,50.0,0.0,50.0
2615,Jikkyou Powerful Pro Yakyuu 11,PS2,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,420.0,0.0,420.0
2616,Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,10.0,0.0,10.0
2617,Summer Sports: Paradise Island,Wii,2008.0,Sports,Ubisoft,490.0,20.0,0.0,40.0,550.0
2618,RealSports Volleyball,2600,1981.0,Sports,Atari,120.0,10.0,0.0,0.0,130.0
2619,LEGO Harry Potter: Years 1-4,PC,2010.0,Action,Warner Bros. Interactive Entertainment,10.0,10.0,0.0,0.0,20.0
2620,Prince of Persia: The Two Thrones,XB,2005.0,Action,Ubisoft,330.0,220.0,0.0,30.0,580.0
2621,Monster Jam: Maximum Destruction,GC,2002.0,Racing,Ubisoft,40.0,10.0,0.0,0.0,50.0
2622,The Adventures of Tintin: The Game,PS3,2011.0,Action,Ubisoft,60.0,160.0,0.0,50.0,270.0
2623,MLB Superstars,Wii,2008.0,Sports,Take-Two Interactive,80.0,0.0,0.0,10.0,90.0
2624,Borderlands 2,PS3,2012.0,Shooter,Take-Two Interactive,1050.0,770.0,100.0,360.0,2280.0
2625,Resident Evil Director's Cut,PS3,2006.0,Action,Capcom,0.0,0.0,40.0,0.0,40.0
2626,Rock of the Dead,X360,2010.0,Shooter,Conspiracy Entertainment,40.0,0.0,0.0,0.0,40.0
2627,Anno 2205,PC,2015.0,Strategy,Ubisoft,20.0,220.0,0.0,10.0,250.0
2628,Naruto: Ultimate Ninja 2,PS2,2004.0,Fighting,Namco Bandai Games,470.0,20.0,0.0,80.0,570.0
2629,Final Fantasy Tactics,PS,1997.0,Role-Playing,SquareSoft,930.0,120.0,1340.0,60.0,2450.0
2630,Disney Infinity,Wii,2013.0,Action,Disney Interactive Studios,1150.0,440.0,0.0,140.0,1730.0
2631,Deus Ex: Human Revolution,PC,2011.0,Shooter,Square Enix,250.0,250.0,0.0,90.0,590.0
2632,Sing Party,WiiU,2012.0,Misc,Nintendo,130.0,120.0,0.0,20.0,270.0
2633,NHL FaceOff 99,PS,1997.0,Sports,989 Studios,240.0,160.0,0.0,30.0,430.0
2634,Dishonored,PS4,2015.0,Action,Bethesda Softworks,110.0,180.0,20.0,60.0,370.0
2635,Herdy Gerdy,PS2,2002.0,Adventure,Eidos Interactive,110.0,80.0,0.0,30.0,220.0
2636,Ace Combat: Assault Horizon,X360,2011.0,Action,Namco Bandai Games,300.0,120.0,30.0,40.0,490.0
2637,Mega Man 6,NES,1993.0,Platform,Capcom,280.0,70.0,160.0,10.0,520.0
2638,Rapala Pro Fishing,GBA,2004.0,Sports,Zoo Digital Publishing,40.0,20.0,0.0,0.0,60.0
2639,FIFA 16,PS4,2015.0,Sports,Electronic Arts,1110.0,6060.0,60.0,1260.0,8490.0
2640,Robin Hood: Defender of the Crown,XB,2003.0,Strategy,Capcom,20.0,10.0,0.0,0.0,30.0
2641,NFL Head Coach 09,X360,2008.0,Sports,Electronic Arts,110.0,0.0,0.0,10.0,120.0
2642,Mia Hamm Soccer 64,N64,2000.0,Sports,THQ,60.0,10.0,0.0,0.0,70.0
2643,Cake Mania,DS,2007.0,Puzzle,Majesco Entertainment,90.0,10.0,0.0,10.0,110.0
2644,All Kamen Rider: Rider Generation,DS,2011.0,Action,Namco Bandai Games,0.0,0.0,120.0,0.0,120.0
2645,BlazBlue: Continuum Shift II,3DS,2011.0,Fighting,PQube,50.0,10.0,40.0,10.0,110.0
2646,Phoenix Wright: Ace Attorney,DS,2005.0,Adventure,Capcom,490.0,70.0,390.0,50.0,1000.0
2647,Fate/Unlimited Codes Portable,PSP,2009.0,Fighting,Capcom,0.0,0.0,50.0,0.0,50.0
2648,Shin Sangoku Musou 6 Special,PSP,2011.0,Action,Tecmo Koei,0.0,0.0,110.0,0.0,110.0
2649,Backyard Wrestling: Don't Try This at Home,XB,2003.0,Fighting,Eidos Interactive,130.0,40.0,0.0,10.0,180.0
2650,"Monsters, Inc.",GBA,2001.0,Adventure,THQ,590.0,950.0,30.0,100.0,1670.0
2651,Spectrobes: Origins,Wii,2009.0,Role-Playing,Disney Interactive Studios,160.0,20.0,0.0,20.0,200.0
2652,NBA Inside Drive 2003,XB,2002.0,Sports,Microsoft Game Studios,230.0,70.0,0.0,10.0,310.0
2653,Dogz,GBA,2004.0,Simulation,Ubisoft,450.0,170.0,0.0,10.0,630.0
2654,Taikou Risshiden V,PSP,2009.0,Strategy,Tecmo Koei,0.0,0.0,40.0,0.0,40.0
2655,Under Night In-Birth,PS3,2014.0,Fighting,Nippon Ichi Software,60.0,20.0,40.0,20.0,140.0
2656,Bomberman Land Touch! 2,DS,2007.0,Puzzle,Rising Star Games,130.0,0.0,10.0,10.0,150.0
2657,Ghostbusters: The Video Game (DS Version),PC,2010.0,Action,Take-Two Interactive,0.0,80.0,0.0,20.0,100.0
2658,Command & Conquer: Red Alert 2,PC,2000.0,Strategy,Electronic Arts,1320.0,20.0,0.0,0.0,1340.0
2659,Roogoo Twisted Towers,Wii,2009.0,Puzzle,SouthPeak Games,50.0,0.0,0.0,0.0,50.0
2660,007: Quantum of Solace,PS2,2008.0,Action,Activision,170.0,0.0,0.0,260.0,430.0
2661,Alien's Return,2600,1982.0,Action,ITT Family Games,320.0,20.0,0.0,0.0,340.0
2662,Vitamin X,PS2,2007.0,Adventure,D3Publisher,0.0,0.0,10.0,0.0,10.0
2663,Battle Spirits: Kiseki no Hasha,PSP,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,20.0,0.0,20.0
2664,Deadliest Catch: Sea of Chaos,Wii,2010.0,Sports,Crave Entertainment,120.0,0.0,0.0,10.0,130.0
2665,Rock Revolution,DS,2008.0,Misc,Konami Digital Entertainment,100.0,0.0,0.0,10.0,110.0
2666,Dynasty Warriors 8,PS3,2013.0,Action,Tecmo Koei,120.0,110.0,340.0,50.0,620.0
2667,Guitar Rock Tour,DS,2007.0,Misc,Gameloft,100.0,0.0,0.0,10.0,110.0
2668,Shrek SuperSlam,GC,2005.0,Action,Activision,170.0,40.0,0.0,10.0,220.0
2669,Star Wars: The Force Unleashed,PS3,2008.0,Action,LucasArts,1010.0,900.0,0.0,370.0,2280.0
2670,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GC,2005.0,Adventure,Activision,70.0,20.0,0.0,0.0,90.0
2671,Skate City Heroes,Wii,2008.0,Sports,Zoo Digital Publishing,110.0,0.0,0.0,10.0,120.0
2672,Super Bomberman 4,SNES,1996.0,Puzzle,Hudson Soft,0.0,0.0,440.0,0.0,440.0
2673,Need for Speed: Most Wanted,PC,2005.0,Racing,Electronic Arts,20.0,230.0,0.0,50.0,300.0
2674,Space Venus starring Morning Musume,PS2,2001.0,Misc,Sony Music Entertainment,0.0,0.0,140.0,0.0,140.0
2675,Rapala Pro Bass Fishing 2010,DS,2010.0,Sports,Activision,90.0,0.0,0.0,10.0,100.0
2676,Tales of Phantasia: Narikiri Dungeon X,PSP,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,210.0,0.0,210.0
2677,Onechanbara Z2: Chaos,PS4,2014.0,Action,Nippon Ichi Software,130.0,20.0,40.0,40.0,230.0
2678,Dead Space,X360,2008.0,Action,Electronic Arts,890.0,400.0,0.0,130.0,1420.0
2679,Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,2007.0,Role-Playing,Nintendo,0.0,0.0,30.0,0.0,30.0
2680,Tomb Raider (2013),PS3,2013.0,Action,Square Enix,600.0,1310.0,80.0,520.0,2510.0
2681,Yu-Gi-Oh! World Championship 2007,DS,2007.0,Strategy,Konami Digital Entertainment,0.0,10.0,40.0,0.0,50.0
2682,Lost Dimension,PS3,2014.0,Role-Playing,Nippon Ichi Software,50.0,10.0,0.0,10.0,70.0
2683,Adventure Time: The Secret of the Nameless Kingdom,3DS,2014.0,Action,Little Orbit,0.0,70.0,0.0,0.0,70.0
2684,SWAT: Target Liberty,PSP,2007.0,Shooter,Vivendi Games,30.0,0.0,0.0,0.0,30.0
2685,Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,60.0,0.0,60.0
2686,Back to the Future: The Game,PS4,2015.0,Adventure,Telltale Games,100.0,40.0,0.0,30.0,170.0
2687,MX 2002 Featuring Ricky Carmichael,PS2,2001.0,Racing,THQ,270.0,210.0,0.0,70.0,550.0
2688,NBA Jam,X360,2010.0,Sports,Electronic Arts,270.0,100.0,0.0,30.0,400.0
2689,Monster Trucks,GBA,2004.0,Racing,Majesco Entertainment,430.0,160.0,0.0,10.0,600.0
2690,Sonic Boom: Fire & Ice,3DS,2016.0,Platform,Sega,30.0,0.0,0.0,0.0,30.0
2691,NBA Live 09,PS3,2008.0,Sports,Electronic Arts,460.0,0.0,20.0,40.0,520.0
2692,Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,PS,1998.0,Racing,Human Entertainment,0.0,0.0,360.0,30.0,390.0
2693,Marvel Super Heroes vs. Street Fighter,PS,1998.0,Fighting,Virgin Interactive,140.0,100.0,0.0,20.0,260.0
2694,DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,DS,2007.0,Misc,Shogakukan,0.0,0.0,100.0,0.0,100.0
2695,Football Manager 2016,PC,2015.0,Simulation,Sega,0.0,290.0,0.0,20.0,310.0
2696,ESPN Winter X Games: Snowboarding 2002,PS2,2000.0,Sports,Konami Digital Entertainment,100.0,80.0,0.0,30.0,210.0
2697,Shimano Xtreme Fishing,Wii,2009.0,Sports,Mastiff,120.0,0.0,0.0,10.0,130.0
2698,Prehistorik Man,GBA,2001.0,Platform,THQ,10.0,10.0,0.0,0.0,20.0
2699,Crash & Spyro Superpack,GBA,2005.0,Platform,Vivendi Games,130.0,50.0,0.0,0.0,180.0
2700,Trivial Pursuit,Wii,2009.0,Misc,Electronic Arts,210.0,310.0,0.0,70.0,590.0
2701,No More Heroes: Heroes' Paradise,X360,2010.0,Action,Marvelous Interactive,0.0,0.0,20.0,0.0,20.0
2702,Duel Masters,PS2,2004.0,Strategy,Atari,130.0,100.0,0.0,30.0,260.0
2703,Tales of Destiny 2,PS2,2002.0,Role-Playing,Namco Bandai Games,0.0,0.0,800.0,0.0,800.0
2704,Dance Dance Revolution Universe 2,X360,2007.0,Simulation,Konami Digital Entertainment,460.0,10.0,0.0,40.0,510.0
2705,All-Star Baseball 2003,PS2,2002.0,Sports,Acclaim Entertainment,380.0,290.0,0.0,100.0,770.0
2706,Top Gun: Hard Lock,PS3,2012.0,Action,505 Games,0.0,30.0,0.0,10.0,40.0
2707,SoniPro,3DS,2014.0,Adventure,imageepoch Inc.,0.0,0.0,10.0,0.0,10.0
2708,Wizardry VII: Gadeia no Houshu,PS,1995.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,140.0,10.0,150.0
2709,pro evolution soccer 2011,X360,2010.0,Sports,Konami Digital Entertainment,90.0,440.0,0.0,70.0,600.0
2710,Bejeweled 3,PC,2010.0,Puzzle,PopCap Games,20.0,50.0,0.0,10.0,80.0
2711,Scene It? Bright Lights! Big Screen!,X360,2009.0,Misc,Warner Bros. Interactive Entertainment,120.0,0.0,0.0,10.0,130.0
2712,Touch Detective: Nameko Shigeru,3DS,2013.0,Adventure,Success,0.0,0.0,70.0,0.0,70.0
2713,Pokemon Pinball,GB,1999.0,Misc,Nintendo,3020.0,1120.0,1010.0,160.0,5310.0
2714,Hamtaro: Ham-Hams Unite!,GB,2001.0,Role-Playing,Nintendo,0.0,0.0,560.0,0.0,560.0
2715,Ninja Gaiden Sigma 2,PSV,2013.0,Action,Tecmo Koei,0.0,0.0,10.0,0.0,10.0
2716,Terraria,WiiU,2016.0,Action,505 Games,0.0,20.0,0.0,0.0,20.0
2717,Zoey 101: Field Trip Fiasco,DS,2007.0,Action,THQ,20.0,0.0,0.0,0.0,20.0
2718,Gauntlet: Dark Legacy,GC,2002.0,Action,Midway Games,140.0,40.0,0.0,0.0,180.0
2719,Pro Yakyuu Team o Tsukurou! 2,PS2,2003.0,Sports,Sega,0.0,0.0,230.0,0.0,230.0
2720,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005.0,Action,Konami Digital Entertainment,100.0,80.0,0.0,30.0,210.0
2721,Tongari Boushi to Mahou no Otana,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,440.0,0.0,440.0
2722,Shonen Jump's One Piece: Grand Battle,GC,2005.0,Fighting,Namco Bandai Games,50.0,10.0,0.0,0.0,60.0
2723,FIFA 14,PS3,2013.0,Sports,Electronic Arts,780.0,4320.0,70.0,1730.0,6900.0
2724,NBA Jam,GEN,1992.0,Sports,Arena Entertainment,1750.0,250.0,0.0,50.0,2050.0
2725,Mega Man X: Command Mission,GC,2004.0,Role-Playing,Capcom,100.0,20.0,0.0,0.0,120.0
2726,Kya: Dark Lineage,PS2,2003.0,Adventure,Atari,80.0,60.0,0.0,20.0,160.0
2727,Usavichi: Game no Jikan,DS,2011.0,Action,Namco Bandai Games,0.0,0.0,20.0,0.0,20.0
2728,The Sims 2: Pets,PS2,2006.0,Simulation,Electronic Arts,20.0,10.0,0.0,270.0,300.0
2729,Lufia: The Ruins of Lore,GBA,2002.0,Role-Playing,Taito,40.0,10.0,0.0,0.0,50.0
2730,FIFA Soccer 07,X360,2006.0,Sports,Electronic Arts,240.0,10000.0,0.0,20.0,10260.0
2731,Manhunt,XB,2004.0,Action,Take-Two Interactive,140.0,40.0,0.0,10.0,190.0
2732,ExciteBots: Trick Racing,Wii,2009.0,Racing,Nintendo,260.0,0.0,0.0,20.0,280.0
2733,Dr. Muto,PS2,2002.0,Platform,Midway Games,80.0,60.0,0.0,20.0,160.0
2734,Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,PSP,2011.0,Fighting,Namco Bandai Games,0.0,0.0,120.0,0.0,120.0
2735,Bust-A-Move 4,PS,1998.0,Puzzle,Acclaim Entertainment,120.0,80.0,0.0,10.0,210.0
2736,Nanashi no Game,DS,2008.0,Adventure,Square Enix,0.0,0.0,80.0,0.0,80.0
2737,Harvey Birdman: Attorney at Law,Wii,2008.0,Adventure,Capcom,80.0,0.0,0.0,10.0,90.0
2738,Gungrave,PS2,2002.0,Shooter,Activision,90.0,70.0,0.0,20.0,180.0
2739,Commandos 3: Destination Berlin,PC,2003.0,Strategy,Eidos Interactive,0.0,20.0,0.0,0.0,20.0
2740,The Bureau: XCOM Declassified,PS3,2013.0,Shooter,Take-Two Interactive,80.0,160.0,0.0,50.0,290.0
2741,U-Sing: Girls Night,Wii,2010.0,Misc,Mindscape,0.0,210.0,0.0,40.0,250.0
2742,Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005.0,Shooter,Eidos Interactive,40.0,40.0,0.0,10.0,90.0
2743,Karaoke Revolution Glee,Wii,2010.0,Misc,Konami Digital Entertainment,520.0,250.0,0.0,70.0,840.0
2744,Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003.0,Action,Capcom,20.0,10.0,0.0,0.0,30.0
2745,Ranma 1/2: Akanekodan Teki Hihou,SNES,1993.0,Role-Playing,TOHO,0.0,0.0,110.0,0.0,110.0
2746,The Lord of the Rings: The Battle for Middle-Earth II,PC,2006.0,Strategy,Electronic Arts,10.0,10.0,0.0,0.0,20.0
2747,The Idolmaster 2,X360,2011.0,Simulation,Namco Bandai Games,0.0,0.0,50.0,0.0,50.0
2748,Lego Batman 3: Beyond Gotham,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,370.0,390.0,0.0,150.0,910.0
2749,LEGO Star Wars: The Video Game,GC,2005.0,Action,Eidos Interactive,1090.0,280.0,0.0,40.0,1410.0
2750,Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005.0,Role-Playing,Banpresto,0.0,0.0,160.0,0.0,160.0
2751,Kirby Squeak Squad,DS,2006.0,Platform,Nintendo,790.0,30.0,1050.0,80.0,1950.0
2752,One Piece: Unlimited World Red,WiiU,2014.0,Action,Namco Bandai Games,0.0,40.0,20.0,0.0,60.0
2753,Pro Yaky? Spirits 2013,PS3,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,200.0,0.0,200.0
2754,F1 Race Stars,PS3,2012.0,Racing,Codemasters,60.0,210.0,0.0,80.0,350.0
2755,RedCard 20-03,PS2,2002.0,Sports,Midway Games,30.0,30.0,0.0,10.0,70.0
2756,MVP 06 NCAA Baseball,XB,2006.0,Sports,Electronic Arts,250.0,70.0,0.0,10.0,330.0
2757,Tenka-bito,PS2,2006.0,Strategy,Sega,0.0,0.0,30.0,0.0,30.0
2758,Madden NFL 2004,GBA,2003.0,Sports,Electronic Arts,220.0,80.0,0.0,10.0,310.0
2759,Tomoyo After: It's a Wonderful Life CS Edition,PS2,2007.0,Adventure,Prototype,0.0,0.0,10.0,0.0,10.0
2760,Yoshi's Cookie,NES,1992.0,Puzzle,Nintendo,410.0,60.0,630.0,20.0,1120.0
2761,The Italian Job,PS2,2003.0,Racing,Eidos Interactive,110.0,90.0,0.0,30.0,230.0
2762,MLB SlugFest Loaded,XB,2004.0,Sports,Midway Games,70.0,20.0,0.0,0.0,90.0
2763,James Bond 007: Everything or Nothing,XB,2004.0,Shooter,Electronic Arts,430.0,190.0,0.0,20.0,640.0
2764,Robotron X,PS,1996.0,Shooter,GT Interactive,50.0,30.0,0.0,10.0,90.0
2765,WTF: Work Time Fun,PSP,2005.0,Puzzle,Sony Computer Entertainment,40.0,0.0,0.0,0.0,40.0
2766,SAW,PS3,2009.0,Action,Konami Digital Entertainment,130.0,170.0,0.0,70.0,370.0
2767,Star Wars The Clone Wars: Republic Heroes,PC,2009.0,Action,LucasArts,0.0,20.0,0.0,0.0,20.0
2768,Knights Contract,X360,2011.0,Action,Namco Bandai Games,50.0,30.0,0.0,10.0,90.0
2769,NHL 2K10,Wii,2009.0,Sports,Take-Two Interactive,330.0,10.0,0.0,30.0,370.0
2770,th!nk Logic Trainer,Wii,2009.0,Puzzle,Conspiracy Entertainment,10.0,0.0,0.0,0.0,10.0
2771,Speed Racer,PS,1996.0,Racing,Tomy Corporation,40.0,20.0,0.0,0.0,60.0
2772,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,2008.0,Misc,D3Publisher,0.0,0.0,120.0,0.0,120.0
2773,Mega Brain Boost,DS,2008.0,Puzzle,Majesco Entertainment,10.0,0.0,0.0,0.0,10.0
2774,Ben 10 Triple Pack,DS,2011.0,Misc,D3Publisher,130.0,120.0,0.0,30.0,280.0
2775,Operation Flashpoint: Red River,X360,2011.0,Shooter,Codemasters,100.0,150.0,10.0,30.0,290.0
2776,Rocky: Legends,XB,2004.0,Action,Ubisoft,70.0,20.0,0.0,0.0,90.0
2777,Ty the Tasmanian Tiger 2: Bush Rescue,GBA,2004.0,Platform,Electronic Arts,90.0,30.0,0.0,0.0,120.0
2778,Legaia 2: Duel Saga,PS2,2001.0,Role-Playing,Eidos Interactive,130.0,100.0,0.0,30.0,260.0
2779,Doraemon: Nobita no Shin Makai Daibouken DS,DS,2007.0,Role-Playing,Sega,0.0,0.0,70.0,0.0,70.0
2780,Rapala Pro Bass Fishing 2010,PS2,2010.0,Sports,Activision,40.0,30.0,0.0,10.0,80.0
2781,Rage,PS3,2011.0,Shooter,Bethesda Softworks,470.0,590.0,60.0,210.0,1330.0
2782,The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,2020.0,1170.0,0.0,420.0,3610.0
2783,Hitman: Contracts,XB,2004.0,Shooter,Eidos Interactive,260.0,70.0,0.0,10.0,340.0
2784,LittleBigPlanet 2,PS3,2011.0,Platform,Sony Computer Entertainment,1820.0,1070.0,60.0,470.0,3420.0
2785,Star Trek: Voyager Elite Force,PS2,2001.0,Shooter,Codemasters,70.0,60.0,0.0,20.0,150.0
2786,Genkai Tokki: Seven Pirates,PSV,2016.0,Role-Playing,Compile Heart,0.0,0.0,20.0,0.0,20.0
2787,Romance of the Three Kingdoms 13,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,40.0,0.0,40.0
2788,The Great Mystery Hidden Object Package 5,PC,2015.0,Adventure,Rondomedia,0.0,30.0,0.0,0.0,30.0
2789,Drakengard,PS2,2003.0,Role-Playing,Square Enix,190.0,150.0,260.0,50.0,650.0
2790,Rayman 2: The Great Escape,N64,1999.0,Platform,Ubisoft,400.0,220.0,0.0,20.0,640.0
2791,Dead Island,PC,2011.0,Action,Deep Silver,120.0,70.0,0.0,30.0,220.0
2792,Assault,2600,1982.0,Action,Bomb,210.0,10.0,0.0,0.0,220.0
2793,FIFA Soccer 08,Wii,2007.0,Sports,Electronic Arts,320.0,590.0,10.0,110.0,1030.0
2794,Need for Speed: ProStreet,PS2,2007.0,Racing,Electronic Arts,690.0,0.0,40.0,1680.0,2410.0
2795,Call of Duty: Modern Warfare Trilogy,X360,2016.0,Shooter,Activision,10.0,10.0,0.0,0.0,20.0
2796,Famista Returns,3DS,2015.0,Sports,Namco Bandai Games,0.0,0.0,140.0,0.0,140.0
2797,Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,1680.0,1510.0,510.0,350.0,4050.0
2798,Tokyo Beat Down,DS,2008.0,Action,Success,70.0,0.0,0.0,10.0,80.0
2799,The Lord of the Rings: The Third Age,GC,2004.0,Role-Playing,Electronic Arts,220.0,60.0,0.0,10.0,290.0
2800,Injustice: Gods Among Us,PSV,2013.0,Fighting,Warner Bros. Interactive Entertainment,110.0,10.0,0.0,20.0,140.0
2801,NCAA March Madness 06,XB,2005.0,Sports,Electronic Arts,150.0,40.0,0.0,10.0,200.0
2802,Cart World Series,PS,1997.0,Racing,Sony Computer Entertainment,170.0,110.0,0.0,20.0,300.0
2803,Meteos: Disney Magic,DS,2007.0,Puzzle,Disney Interactive Studios,10.0,20.0,0.0,0.0,30.0
2804,Akatsuki no Amaneka to Aoi Kyojin,PSP,2010.0,Strategy,CyberFront,0.0,0.0,10.0,0.0,10.0
2805,Final Fantasy Type-0,PSP,2011.0,Role-Playing,Unknown,0.0,0.0,810.0,0.0,810.0
2806,Need for Speed: Hot Pursuit,PS3,2010.0,Racing,Electronic Arts,1050.0,1250.0,30.0,480.0,2810.0
2807,NBA Live 06,XB,2005.0,Sports,Electronic Arts,570.0,40.0,0.0,30.0,640.0
2808,SoulLink Extension,PS2,2006.0,Adventure,Interchannel,0.0,0.0,10.0,0.0,10.0
2809,Call of Duty: Modern Warfare 3,X360,2011.0,Shooter,Activision,9030.0,4280.0,130.0,1320.0,14760.0
2810,Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,DS,2010.0,Misc,Disney Interactive Studios,0.0,0.0,80.0,0.0,80.0
